    INFO: 2026-02-18 13:20:48,867:               log.py:   20: Logging to C:\Users\hoang\NAPE\mdpdf.log
   DEBUG: 2026-02-18 13:20:50,514:      pdf_renderer.py:  470: printSegment: Speaker: Cuong Nguyen
   DEBUG: 2026-02-18 13:20:50,515:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:50,516:      pdf_renderer.py:  470: printSegment: Time: ~90 seconds
   DEBUG: 2026-02-18 13:20:50,518:      pdf_renderer.py:  470: printSegment: Background you should understand:
   DEBUG: 2026-02-18 13:20:50,519:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,539:      pdf_renderer.py:  470: printSegment: Year 1: The PPA is signed. Nuclear revenue jumps from $637M to $1,150M. FCF/share goes from
   DEBUG: 2026-02-18 13:20:50,543:      pdf_renderer.py:  470: printSegment: $10.20 to $16.87. Market cap re-rates from $20B to $30-35B as investors recognize the contracted
   DEBUG: 2026-02-18 13:20:50,545:      pdf_renderer.py:  470: printSegment: revenue.
   DEBUG: 2026-02-18 13:20:50,547:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,551:      pdf_renderer.py:  470: printSegment: Year 2: The data center campus sells for $750-900M. The company gets cash, the multiple keeps
   DEBUG: 2026-02-18 13:20:50,553:      pdf_renderer.py:  470: printSegment: expanding.
   DEBUG: 2026-02-18 13:20:50,554:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,559:      pdf_renderer.py:  470: printSegment: Year 5: EBITDA has grown substantially. At a 35x multiple, market cap reaches $45-55B. Share
   DEBUG: 2026-02-18 13:20:50,560:      pdf_renderer.py:  470: printSegment: price reaches $1,000-1,200.
   DEBUG: 2026-02-18 13:20:50,561:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,565:      pdf_renderer.py:  470: printSegment: Credit rating improves from BB to BB+ or BBB- because revenue is now contracted rather than
   DEBUG: 2026-02-18 13:20:50,566:      pdf_renderer.py:  470: printSegment: volatile.
   DEBUG: 2026-02-18 13:20:50,568:      pdf_renderer.py:  470: printSegment: What to say:
   DEBUG: 2026-02-18 13:20:50,569:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,571:      pdf_renderer.py:  470: printSegment: Let me walk you through the full financial impact of Option 3 — year by year.
   DEBUG: 2026-02-18 13:20:50,572:      pdf_renderer.py:  470: printSegment: Year 1 — PPA Signed:
   DEBUG: 2026-02-18 13:20:50,573:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,575:      pdf_renderer.py:  470: printSegment: Nuclear revenue jumps from 
   DEBUG: 2026-02-18 13:20:50,576:      pdf_renderer.py:  470: printSegment: $637 million to $1.15 billion
   DEBUG: 2026-02-18 13:20:50,578:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,580:      pdf_renderer.py:  470: printSegment: FCF per share increases from 
   DEBUG: 2026-02-18 13:20:50,582:      pdf_renderer.py:  470: printSegment: $10.20 to $16.87
   DEBUG: 2026-02-18 13:20:50,583:      pdf_renderer.py:  470: printSegment:  — that
   DEBUG: 2026-02-18 13:20:50,584:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,585:      pdf_renderer.py:  470: printSegment: s 
   DEBUG: 2026-02-18 13:20:50,587:      pdf_renderer.py:  470: printSegment: 65% growth
   DEBUG: 2026-02-18 13:20:50,588:      pdf_renderer.py:  470: printSegment:  in Year 1 alone
   DEBUG: 2026-02-18 13:20:50,589:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,594:      pdf_renderer.py:  470: printSegment: The market recognizes the contracted revenue and re-rates our stock. Market cap
   DEBUG: 2026-02-18 13:20:50,595:      pdf_renderer.py:  470: printSegment: goes from 
   DEBUG: 2026-02-18 13:20:50,598:      pdf_renderer.py:  470: printSegment: $20 billion to $30-35 billion
   DEBUG: 2026-02-18 13:20:50,599:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,600:      pdf_renderer.py:  470: printSegment: Share price: 
   DEBUG: 2026-02-18 13:20:50,601:      pdf_renderer.py:  470: printSegment: $667 to $778
   DEBUG: 2026-02-18 13:20:50,603:      pdf_renderer.py:  470: printSegment: Year 2 — Campus Sale:
   DEBUG: 2026-02-18 13:20:50,604:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,606:      pdf_renderer.py:  470: printSegment: Data center campus sells to AWS for 
   DEBUG: 2026-02-18 13:20:50,608:      pdf_renderer.py:  470: printSegment: $750-900 million
   DEBUG: 2026-02-18 13:20:50,609:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,611:      pdf_renderer.py:  470: printSegment: Multiple keeps expanding as we demonstrate execution
   DEBUG: 2026-02-18 13:20:50,612:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,615:      pdf_renderer.py:  470: printSegment: Market cap reaches around 
   DEBUG: 2026-02-18 13:20:50,616:      pdf_renderer.py:  470: printSegment: $38 billion
   DEBUG: 2026-02-18 13:20:50,618:      pdf_renderer.py:  470: printSegment: Year 5 — Full Platform Operational:
   DEBUG: 2026-02-18 13:20:50,619:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,621:      pdf_renderer.py:  470: printSegment: Expansion phases are complete. We
   DEBUG: 2026-02-18 13:20:50,622:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,625:      pdf_renderer.py:  470: printSegment: ve added 300-500 MW of additional co-located
   DEBUG: 2026-02-18 13:20:50,626:      pdf_renderer.py:  470: printSegment: capacity
   DEBUG: 2026-02-18 13:20:50,627:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,629:      pdf_renderer.py:  470: printSegment: We
   DEBUG: 2026-02-18 13:20:50,630:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,633:      pdf_renderer.py:  470: printSegment: ve acquired additional data centers near our other power plants — just like Talen
   DEBUG: 2026-02-18 13:20:50,634:      pdf_renderer.py:  470: printSegment: did
   DEBUG: 2026-02-18 13:20:50,635:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,637:      pdf_renderer.py:  470: printSegment: At a 
   DEBUG: 2026-02-18 13:20:50,638:      pdf_renderer.py:  470: printSegment: 35x multiple
   DEBUG: 2026-02-18 13:20:50,640:      pdf_renderer.py:  470: printSegment: , market cap reaches 
   DEBUG: 2026-02-18 13:20:50,641:      pdf_renderer.py:  470: printSegment: $45 to $55 billion
   DEBUG: 2026-02-18 13:20:50,643:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,644:      pdf_renderer.py:  470: printSegment: Share price: 
   DEBUG: 2026-02-18 13:20:50,645:      pdf_renderer.py:  470: printSegment: $1,000 to $1,200
   DEBUG: 2026-02-18 13:20:50,654:      pdf_renderer.py:  470: printSegment: Compare that to Option 2, where shareholders would have received $533 to $578 per share in a
   DEBUG: 2026-02-18 13:20:50,655:      pdf_renderer.py:  470: printSegment: one-time sale. Option 3 delivers 
   DEBUG: 2026-02-18 13:20:50,657:      pdf_renderer.py:  470: printSegment: twice the value
   DEBUG: 2026-02-18 13:20:50,659:      pdf_renderer.py:  470: printSegment:  over 5 years — and shareholders 
   DEBUG: 2026-02-18 13:20:50,660:      pdf_renderer.py:  470: printSegment: keep participating
   DEBUG: 2026-02-18 13:20:50,662:      pdf_renderer.py:  470: printSegment:  in
   DEBUG: 2026-02-18 13:20:50,664:      pdf_renderer.py:  470: printSegment: future growth.
   DEBUG: 2026-02-18 13:20:50,672:      pdf_renderer.py:  470: printSegment: Credit rating also improves. Contracted nuclear revenue is much more stable than volatile merchant
   DEBUG: 2026-02-18 13:20:50,674:      pdf_renderer.py:  470: printSegment: power. We expect an upgrade from 
   DEBUG: 2026-02-18 13:20:50,676:      pdf_renderer.py:  470: printSegment: BB to BB+ or BBB-
   DEBUG: 2026-02-18 13:20:50,678:      pdf_renderer.py:  470: printSegment:  within 2-3 years.
   DEBUG: 2026-02-18 13:20:50,680:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,683:      pdf_renderer.py:  470: printSegment: Transition:
   DEBUG: 2026-02-18 13:20:50,684:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:50,685:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,688:      pdf_renderer.py:  470: printSegment: Now let me show you the data center acquisition strategy that makes this a compounding platform.
   DEBUG: 2026-02-18 13:20:50,689:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,692:      pdf_renderer.py:  470: printSegment: SLIDE 9 — PHASE 4: DATA CENTER ACQUISITION STRATEGY
   DEBUG: 2026-02-18 13:20:50,694:      pdf_renderer.py:  470: printSegment: Speaker: Cuong Nguyen
   DEBUG: 2026-02-18 13:20:50,695:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:50,697:      pdf_renderer.py:  470: printSegment: Time: ~75 seconds
   DEBUG: 2026-02-18 13:20:50,699:      pdf_renderer.py:  470: printSegment: Background you should understand:
   DEBUG: 2026-02-18 13:20:50,700:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,702:      pdf_renderer.py:  470: printSegment: This is the key insight from Talen Energy. After the initial AWS deal, Talen didn
   DEBUG: 2026-02-18 13:20:50,703:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,707:      pdf_renderer.py:  470: printSegment: t stop. They kept
   DEBUG: 2026-02-18 13:20:50,708:      pdf_renderer.py:  470: printSegment: acquiring data centers to expand the partnership.
   DEBUG: 2026-02-18 13:20:50,709:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,711:      pdf_renderer.py:  470: printSegment: Talen
   DEBUG: 2026-02-18 13:20:50,713:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,714:      pdf_renderer.py:  470: printSegment: s subsidiary 
   DEBUG: 2026-02-18 13:20:50,715:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,717:      pdf_renderer.py:  470: printSegment: Cumulus Growth
   DEBUG: 2026-02-18 13:20:50,718:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,732:      pdf_renderer.py:  470: printSegment:  has been buying existing data centers near their power plants —
   DEBUG: 2026-02-18 13:20:50,734:      pdf_renderer.py:  470: printSegment: at cheap prices, then connecting them to nuclear power, which makes them much more valuable.
   DEBUG: 2026-02-18 13:20:50,735:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,742:      pdf_renderer.py:  470: printSegment: We propose the same strategy: acquire existing data centers near our gas and nuclear plants for
   DEBUG: 2026-02-18 13:20:50,744:      pdf_renderer.py:  470: printSegment: $250-530 million over Years 3-7.
   DEBUG: 2026-02-18 13:20:50,745:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,752:      pdf_renderer.py:  470: printSegment: The return: data centers bought at $30-80 million can be replatformed with nuclear/gas PPAs and
   DEBUG: 2026-02-18 13:20:50,754:      pdf_renderer.py:  470: printSegment: become worth 3-5x more. That
   DEBUG: 2026-02-18 13:20:50,755:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,756:      pdf_renderer.py:  470: printSegment: s $750M to $1.6B in value creation.
   DEBUG: 2026-02-18 13:20:50,757:      pdf_renderer.py:  470: printSegment: What to say:
   DEBUG: 2026-02-18 13:20:50,759:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,760:      pdf_renderer.py:  470: printSegment: Here
   DEBUG: 2026-02-18 13:20:50,761:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,764:      pdf_renderer.py:  470: printSegment: s what makes Option 3 even more powerful: it
   DEBUG: 2026-02-18 13:20:50,765:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,766:      pdf_renderer.py:  470: printSegment: s not a one-time deal. It
   DEBUG: 2026-02-18 13:20:50,767:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,768:      pdf_renderer.py:  470: printSegment: s a 
   DEBUG: 2026-02-18 13:20:50,770:      pdf_renderer.py:  470: printSegment: compounding
   DEBUG: 2026-02-18 13:20:50,772:      pdf_renderer.py:  470: printSegment: growth platform
   DEBUG: 2026-02-18 13:20:50,773:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-02-18 13:20:50,775:      pdf_renderer.py:  470: printSegment: After Talen sold the Cumulus campus to AWS, they didn
   DEBUG: 2026-02-18 13:20:50,776:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,778:      pdf_renderer.py:  470: printSegment: t stop. Through a subsidiary called 
   DEBUG: 2026-02-18 13:20:50,779:      pdf_renderer.py:  470: printSegment: Cumulus Growth
   DEBUG: 2026-02-18 13:20:50,781:      pdf_renderer.py:  470: printSegment: , Talen has been 
   DEBUG: 2026-02-18 13:20:50,783:      pdf_renderer.py:  470: printSegment: acquiring additional data centers
   DEBUG: 2026-02-18 13:20:50,800:      pdf_renderer.py:  470: printSegment:  near their power plants. They
   DEBUG: 2026-02-18 13:20:50,805:      pdf_renderer.py:  470: printSegment: buy existing facilities at relatively low prices, connect them to nuclear or gas power under long-term
   DEBUG: 2026-02-18 13:20:50,806:      pdf_renderer.py:  470: printSegment: contracts, and 
   DEBUG: 2026-02-18 13:20:50,808:      pdf_renderer.py:  470: printSegment: multiply their value
   DEBUG: 2026-02-18 13:20:50,810:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-02-18 13:20:50,812:      pdf_renderer.py:  470: printSegment: We propose the same Phase 4 strategy:
   DEBUG: 2026-02-18 13:20:50,813:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,819:      pdf_renderer.py:  470: printSegment: Year 3: Acquire an existing data center within 50 miles of our nuclear plant —
   DEBUG: 2026-02-18 13:20:50,821:      pdf_renderer.py:  470: printSegment: estimated cost 
   DEBUG: 2026-02-18 13:20:50,822:      pdf_renderer.py:  470: printSegment: $30-80 million
   DEBUG: 2026-02-18 13:20:50,823:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,828:      pdf_renderer.py:  470: printSegment: Years 4-5: Acquire or develop a 200-400 MW data center campus near our gas fleet
   DEBUG: 2026-02-18 13:20:50,829:      pdf_renderer.py:  470: printSegment: — cost 
   DEBUG: 2026-02-18 13:20:50,831:      pdf_renderer.py:  470: printSegment: $150-300 million
   DEBUG: 2026-02-18 13:20:50,832:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,835:      pdf_renderer.py:  470: printSegment: Years 5-7: Acquire 3-5 smaller edge data centers in secondary PJM markets — cost 
   DEBUG: 2026-02-18 13:20:50,836:      pdf_renderer.py:  470: printSegment: $50-100 million
   DEBUG: 2026-02-18 13:20:50,838:      pdf_renderer.py:  470: printSegment: Total investment: 
   DEBUG: 2026-02-18 13:20:50,839:      pdf_renderer.py:  470: printSegment: $250-530 million
   DEBUG: 2026-02-18 13:20:50,841:      pdf_renderer.py:  470: printSegment:  over 5 years.
   DEBUG: 2026-02-18 13:20:50,851:      pdf_renderer.py:  470: printSegment: The financial return? Data centers acquired at $30-80 million can be replatformed with our nuclear
   DEBUG: 2026-02-18 13:20:50,853:      pdf_renderer.py:  470: printSegment: or carbon-capture gas and become worth 
   DEBUG: 2026-02-18 13:20:50,855:      pdf_renderer.py:  470: printSegment: 3 to 5 times more
   DEBUG: 2026-02-18 13:20:50,856:      pdf_renderer.py:  470: printSegment: . Conservative estimate: 
   DEBUG: 2026-02-18 13:20:50,858:      pdf_renderer.py:  470: printSegment: $750 million in
   DEBUG: 2026-02-18 13:20:50,859:      pdf_renderer.py:  470: printSegment: value creation
   DEBUG: 2026-02-18 13:20:50,861:      pdf_renderer.py:  470: printSegment: . Base case: 
   DEBUG: 2026-02-18 13:20:50,863:      pdf_renderer.py:  470: printSegment: $1.6 billion in value creation
   DEBUG: 2026-02-18 13:20:50,866:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-02-18 13:20:50,868:      pdf_renderer.py:  470: printSegment: This is exactly what Talen demonstrated: the initial deal unlocks value, but the 
   DEBUG: 2026-02-18 13:20:50,871:      pdf_renderer.py:  470: printSegment: follow-on
   DEBUG: 2026-02-18 13:20:50,873:      pdf_renderer.py:  470: printSegment: acquisitions compound that value
   DEBUG: 2026-02-18 13:20:50,874:      pdf_renderer.py:  470: printSegment:  over time.
   DEBUG: 2026-02-18 13:20:50,875:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,878:      pdf_renderer.py:  470: printSegment: Transition:
   DEBUG: 2026-02-18 13:20:50,880:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:50,881:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,884:      pdf_renderer.py:  470: printSegment: Now let me show you how all three options compare side by side.
   DEBUG: 2026-02-18 13:20:50,885:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,888:      pdf_renderer.py:  470: printSegment: SLIDE 10 — COMPARATIVE ANALYSIS: ALL THREE OPTIONS
   DEBUG: 2026-02-18 13:20:50,890:      pdf_renderer.py:  470: printSegment: Speaker: Minh Nguyen
   DEBUG: 2026-02-18 13:20:50,891:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:50,893:      pdf_renderer.py:  470: printSegment: Time: ~90 seconds
   DEBUG: 2026-02-18 13:20:50,897:      pdf_renderer.py:  470: printSegment: Background you should understand:
   DEBUG: 2026-02-18 13:20:50,899:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,900:      pdf_renderer.py:  470: printSegment: This is the 
   DEBUG: 2026-02-18 13:20:50,902:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,903:      pdf_renderer.py:  470: printSegment: money slide
   DEBUG: 2026-02-18 13:20:50,904:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,906:      pdf_renderer.py:  470: printSegment:  — the direct comparison that proves Option 3 wins.
   DEBUG: 2026-02-18 13:20:50,908:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,922:      pdf_renderer.py:  470: printSegment: Option 1 (Acquire DC): Market cap stays flat at ~$20B, FCF/share goes DOWN in Year 1-2 due to
   DEBUG: 2026-02-18 13:20:50,926:      pdf_renderer.py:  470: printSegment: dilution, execution risk is very high.
   DEBUG: 2026-02-18 13:20:50,929:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,937:      pdf_renderer.py:  470: printSegment: Option 2 (Sell to Oil Major): Shareholders get immediate premium ($24-26B), but company stops
   DEBUG: 2026-02-18 13:20:50,938:      pdf_renderer.py:  470: printSegment: existing. No future upside.
   DEBUG: 2026-02-18 13:20:50,940:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,953:      pdf_renderer.py:  470: printSegment: Option 3 (JV/PPA): Market cap grows to $50B+ by Year 5, FCF/share increases 65% in Year 1, low
   DEBUG: 2026-02-18 13:20:50,956:      pdf_renderer.py:  470: printSegment: execution risk because Talen already proved it works.
   DEBUG: 2026-02-18 13:20:50,957:      pdf_renderer.py:  470: printSegment: What to say:
   DEBUG: 2026-02-18 13:20:50,959:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,960:      pdf_renderer.py:  470: printSegment: Let
   DEBUG: 2026-02-18 13:20:50,961:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,963:      pdf_renderer.py:  470: printSegment: s put all three options side by side.
   DEBUG: 2026-02-18 13:20:50,965:      pdf_renderer.py:  470: printSegment: Year 1 FCF/Share:
   DEBUG: 2026-02-18 13:20:50,966:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,967:      pdf_renderer.py:  470: printSegment: Option 1: 
   DEBUG: 2026-02-18 13:20:50,968:      pdf_renderer.py:  470: printSegment: $8.50-9.20
   DEBUG: 2026-02-18 13:20:50,970:      pdf_renderer.py:  470: printSegment:  — actually LOWER than today
   DEBUG: 2026-02-18 13:20:50,971:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,972:      pdf_renderer.py:  470: printSegment: s $10.20 because of dilution
   DEBUG: 2026-02-18 13:20:50,973:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,974:      pdf_renderer.py:  470: printSegment: Option 2: 
   DEBUG: 2026-02-18 13:20:50,976:      pdf_renderer.py:  470: printSegment: $0
   DEBUG: 2026-02-18 13:20:50,978:      pdf_renderer.py:  470: printSegment:  — the company is sold, no more earnings
   DEBUG: 2026-02-18 13:20:50,981:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,987:      pdf_renderer.py:  470: printSegment: Option 3: 
   DEBUG: 2026-02-18 13:20:50,990:      pdf_renderer.py:  470: printSegment: $16.87
   DEBUG: 2026-02-18 13:20:50,993:      pdf_renderer.py:  470: printSegment:  — 65% growth, exceeding the dissident
   DEBUG: 2026-02-18 13:20:50,996:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,998:      pdf_renderer.py:  470: printSegment: s demands
   DEBUG: 2026-02-18 13:20:51,001:      pdf_renderer.py:  470: printSegment: Year 5 Market Cap:
   DEBUG: 2026-02-18 13:20:51,003:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,005:      pdf_renderer.py:  470: printSegment: Option 1: 
   DEBUG: 2026-02-18 13:20:51,007:      pdf_renderer.py:  470: printSegment: $30 billion
   DEBUG: 2026-02-18 13:20:51,008:      pdf_renderer.py:  470: printSegment:  — modest growth after heavy investment
   DEBUG: 2026-02-18 13:20:51,009:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,011:      pdf_renderer.py:  470: printSegment: Option 2: 
   DEBUG: 2026-02-18 13:20:51,013:      pdf_renderer.py:  470: printSegment: $24-26 billion
   DEBUG: 2026-02-18 13:20:51,015:      pdf_renderer.py:  470: printSegment:  — paid out to shareholders in Year 1, no growth after that
   DEBUG: 2026-02-18 13:20:51,016:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,017:      pdf_renderer.py:  470: printSegment: Option 3: 
   DEBUG: 2026-02-18 13:20:51,018:      pdf_renderer.py:  470: printSegment: $45-55 billion
   DEBUG: 2026-02-18 13:20:51,020:      pdf_renderer.py:  470: printSegment:  — 2 to 2.5x the current market cap
   DEBUG: 2026-02-18 13:20:51,022:      pdf_renderer.py:  470: printSegment: Execution Risk:
   DEBUG: 2026-02-18 13:20:51,023:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,024:      pdf_renderer.py:  470: printSegment: Option 1: 
   DEBUG: 2026-02-18 13:20:51,025:      pdf_renderer.py:  470: printSegment: HIGH
   DEBUG: 2026-02-18 13:20:51,027:      pdf_renderer.py:  470: printSegment:  — no IPP has ever acquired a data center company
   DEBUG: 2026-02-18 13:20:51,028:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,030:      pdf_renderer.py:  470: printSegment: Option 2: 
   DEBUG: 2026-02-18 13:20:51,032:      pdf_renderer.py:  470: printSegment: MEDIUM
   DEBUG: 2026-02-18 13:20:51,034:      pdf_renderer.py:  470: printSegment:  — regulatory approval takes 12-18 months, NRC license transfer
   DEBUG: 2026-02-18 13:20:51,035:      pdf_renderer.py:  470: printSegment: risk
   DEBUG: 2026-02-18 13:20:51,036:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,038:      pdf_renderer.py:  470: printSegment: Option 3: 
   DEBUG: 2026-02-18 13:20:51,039:      pdf_renderer.py:  470: printSegment: LOW
   DEBUG: 2026-02-18 13:20:51,041:      pdf_renderer.py:  470: printSegment:  — Talen already proved this works with the same partner (AWS)
   DEBUG: 2026-02-18 13:20:51,043:      pdf_renderer.py:  470: printSegment: Preserves Independence:
   DEBUG: 2026-02-18 13:20:51,044:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,045:      pdf_renderer.py:  470: printSegment: Option 1: Yes
   DEBUG: 2026-02-18 13:20:51,047:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,049:      pdf_renderer.py:  470: printSegment: Option 2: 
   DEBUG: 2026-02-18 13:20:51,050:      pdf_renderer.py:  470: printSegment: No
   DEBUG: 2026-02-18 13:20:51,051:      pdf_renderer.py:  470: printSegment:  — company is sold
   DEBUG: 2026-02-18 13:20:51,053:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,054:      pdf_renderer.py:  470: printSegment: Option 3: Yes
   DEBUG: 2026-02-18 13:20:51,055:      pdf_renderer.py:  470: printSegment: The weighted decision score:
   DEBUG: 2026-02-18 13:20:51,057:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,058:      pdf_renderer.py:  470: printSegment: Option 1: 
   DEBUG: 2026-02-18 13:20:51,059:      pdf_renderer.py:  470: printSegment: 2.45 out of 5
   DEBUG: 2026-02-18 13:20:51,060:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,062:      pdf_renderer.py:  470: printSegment: Option 2: 
   DEBUG: 2026-02-18 13:20:51,064:      pdf_renderer.py:  470: printSegment: 2.15 out of 5
   DEBUG: 2026-02-18 13:20:51,065:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,067:      pdf_renderer.py:  470: printSegment: Option 3: 
   DEBUG: 2026-02-18 13:20:51,068:      pdf_renderer.py:  470: printSegment: 4.80 out of 5
   DEBUG: 2026-02-18 13:20:51,070:      pdf_renderer.py:  470: printSegment: Option 3 wins on virtually every dimension.
   DEBUG: 2026-02-18 13:20:51,071:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,073:      pdf_renderer.py:  470: printSegment: Transition:
   DEBUG: 2026-02-18 13:20:51,075:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,077:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,080:      pdf_renderer.py:  470: printSegment: Now let me show you why Option 3 dominates from an ESG perspective.
   DEBUG: 2026-02-18 13:20:51,081:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,084:      pdf_renderer.py:  470: printSegment: SLIDE 11 — ESG 
   DEBUG: 2026-02-18 13:20:51,086:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-02-18 13:20:51,087:      pdf_renderer.py:  470: printSegment:  SUSTAINABILITY
   DEBUG: 2026-02-18 13:20:51,089:      pdf_renderer.py:  470: printSegment: Speaker: Minh Nguyen
   DEBUG: 2026-02-18 13:20:51,090:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,092:      pdf_renderer.py:  470: printSegment: Time: ~90 seconds
